Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),BASEMENT_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),CORE_BOTTOM_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),CORE_MID_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),CORE_TOP_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_1_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_2_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_3_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_BOT_ZN_4_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_1_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_2_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_3_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_MID_ZN_4_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_1_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_2_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_3_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),PERIMETER_TOP_ZN_4_PLUGMISC_EQUIP:Electric Equipment Electric Power [W](TimeStep),EMS:currentDayOfMonth [](TimeStep),EMS:currentDayOfWeek [](TimeStep),EMS:currentTimeOfDay [](TimeStep),EMS:currentHoliday [](TimeStep),BASEMENT:Zone Air Temperature [C](TimeStep),CORE_BOTTOM:Zone Air Temperature [C](TimeStep),CORE_MID:Zone Air Temperature [C](TimeStep),CORE_TOP:Zone Air Temperature [C](TimeStep),GROUNDFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),MIDFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_BOT_ZN_4:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_MID_ZN_4:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_TOP_ZN_4:Zone Air Temperature [C](TimeStep),TOPFLOOR_PLENUM:Zone Air Temperature [C](TimeStep),Whole Building:Facility Total Building Electric Demand Power [W](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),HW-LOOP-TEMP-SCHEDULE:Schedule Value [](TimeStep),CW-LOOP-TEMP-SCHEDULE:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),BLDG_LIGHT_SCH:Schedule Value [](TimeStep),COOLSYS1 CHILLER 1:Chiller Evaporator Outlet Temperature [C](TimeStep),COOLSYS1 CHILLER 2:Chiller Evaporator Outlet Temperature [C](TimeStep),HEATSYS1 BOILER:Boiler Outlet Temperature [C](TimeStep) 
 07/01  00:55:00,23.0666666666667,19.4339615202803,71.8333333333333,4.39166666666667,261.666666666667,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,0.916666666666667,0.0,24.8932953694779,25.3184881087048,25.3974765692614,25.5258275075809,25.0609562343356,25.0277162365871,24.9998938244693,24.4646378551256,24.9580158994011,24.623792141268,24.9514295586381,24.242406020719,24.9547521404827,24.4713637761669,25.0818686973559,24.5014393492959,25.0480007030091,24.5575264387266,24.6988308251823,237926.742540856,2.25801856750767,237929.000559424,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:00:00,23.1,19.3485392703465,71.,4.6,270.,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.,0.0,24.8941180718875,25.4427162034372,25.5201541692127,25.6506107013294,25.1068907643416,25.0751597165655,25.0866268241053,24.5948609692001,25.0355207227882,24.7598716004102,25.0391074913738,24.3719833047564,25.0322831785067,24.6051132592528,25.165274630773,24.6198627007518,25.1238850977588,24.6881098374645,24.7209456291006,237926.742540856,2.26013151360679,237929.00267237,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:05:00,23.0666666666667,19.3298117353406,71.0833333333333,4.55833333333333,271.666666666667,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.08333333333333,0.0,24.8937992475749,25.5371211118228,25.6139518636999,25.746937389506,25.1439814655682,25.1133551470634,25.1532579352827,24.6965856261207,25.0944835395412,24.8655071403923,25.1054439523551,24.4753701354005,25.0904767107903,24.7092261585037,25.2262239754384,24.7114771926234,25.1791123127076,24.7868608617905,24.7349242743046,237926.742540856,2.26156100814755,237929.004101864,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:10:00,23.0333333333333,19.3110541391851,71.1666666666667,4.51666666666667,273.333333333333,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.16666666666667,0.0,24.8927419863456,25.6084076213828,25.6851430880519,25.8195940459275,25.1745482866301,25.1447475404365,25.2080898822422,24.7756256291657,25.1428346696361,24.9497634267034,25.1596784613547,24.5581953630903,25.1371035588851,24.7951159452228,25.272067024901,24.7852481613466,25.2201869820252,24.8673618286782,24.7441409623768,237926.742540856,2.26068430632569,237929.003225163,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:15:00,23.,19.2922830522657,71.25,4.475,275.,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.25,0.0,24.8912147302472,25.6628388898413,25.7398281941718,25.8747987283724,25.2002030541715,25.171014240425,25.2511891348596,24.8387781487611,25.1819610610644,25.0176837802756,25.2039131864776,24.6239911708905,25.1753492534218,24.8663656230653,25.30836968597,24.8466619576594,25.2520557257186,24.9344835915265,24.7501329686024,237926.742540856,2.25863299345687,237929.00117385,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:20:00,22.9666666666667,19.2734754663502,71.3333333333333,4.43333333333333,276.666666666667,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.33333333333333,0.0,24.8893962636416,25.7051895870903,25.7826881237219,25.9174455730416,25.2220551811779,25.1933009607426,25.2849008416655,24.891016615046,25.2127489091066,25.073856623387,25.238860283365,24.6768389304484,25.2059611797553,24.9244975516013,25.3380495257767,24.896991439346,25.2774968739626,24.9913390238515,24.7538999691282,237926.742540856,2.25711148183595,237928.999652338,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:25:00,22.9333333333333,19.2546425818059,71.4166666666667,4.39166666666667,278.333333333333,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.41666666666667,0.0,24.887399576472,25.7388782149672,25.8170905633547,25.9510963909854,25.2409015518138,25.2124420742803,25.3115714580375,24.9347438742572,25.2370358619426,25.1210175544485,25.266591277824,24.7201131554615,25.2302430764608,24.972418724237,25.3622301927938,24.9383098604295,25.2978426222857,25.0380333782587,24.7558990146833,237926.742540856,2.25608921574986,237928.998630072,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:30:00,22.9,19.2357966727834,71.5,4.35,280.,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.5,0.0,24.8853047660446,25.7662899588125,25.8453926998806,25.9782537355424,25.2572904110876,25.2290502294739,25.3329034431567,24.9716259186076,25.2563056340029,25.1603711727074,25.288788051242,24.756104746789,25.2495332653408,25.0123187023069,25.3815680406791,24.9719750383716,25.3142006172452,25.076147342035,24.7564714223189,237926.742540856,2.25553828205248,237928.998079138,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:35:00,22.8666666666667,19.2169134529248,71.5833333333333,4.30833333333333,281.666666666667,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.58333333333333,0.0,24.8831641777927,25.7890782428138,25.8692310954458,26.0006577200792,25.2716737208462,25.2436054039882,25.3505342983318,25.002900550017,25.2717390336062,25.1935331379359,25.3058884371222,24.786601348685,25.2649672125674,25.045687173937,25.3958884563956,24.9996934129908,25.3273653947993,25.1075165307473,24.7558227270738,237926.742540856,2.25543312765785,237928.997973984,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:40:00,22.8333333333333,19.1980159821936,71.6666666666667,4.26666666666667,283.333333333333,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.66666666666667,0.0,24.8810120003261,25.808394046182,25.8897446384197,26.0195176089953,25.2844234852134,25.2564685526401,25.3649326477677,25.0294389606417,25.2841486661728,25.2216131497824,25.320028764974,24.8127419372051,25.2773562508389,25.0737814671311,25.4074183392469,25.022710836192,25.3375519612515,25.1334096702823,24.754115651054,237926.742540856,2.25575031317053,237928.998291169,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:45:00,22.8,19.179089456465,71.75,4.225,285.,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.75,0.0,24.878870231399,25.8250465420049,25.9077328491613,26.0356804286643,25.2957950865003,25.2680025530424,25.3767227230101,25.0521650807945,25.2941732843029,25.2456295357283,25.3317706541144,24.8354707815808,25.2873428067996,25.0977446938847,25.416585383499,25.0420796729414,25.3455451599868,25.1551261833881,24.7514917624252,237926.742540856,2.2564682973288,237928.999009154,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:50:00,22.7666666666667,19.1601348242713,71.8333333333333,4.18333333333333,286.666666666667,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.83333333333333,0.0,24.8767631194272,25.8395098370351,25.923645502004,26.0496523510542,25.3054614461591,25.2780620207863,25.3863156234117,25.0715622851066,25.302186895224,25.2660861149998,25.3414726305462,24.8552522831052,25.2953138958314,25.1181722243135,25.4237030031804,25.0583777114993,25.351618672331,25.1734302452311,24.748036854313,237926.742540856,2.25756724782034,237929.000108104,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  01:55:00,22.7333333333333,19.1411562313546,71.9166666666667,4.14166666666667,288.333333333333,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,1.91666666666667,0.0,24.8746893594296,25.8522859663779,25.937986840137,26.0619427095486,25.313592379297,25.2866227263461,25.394147406102,25.0882791912729,25.3085749284208,25.2836793849792,25.3495353141888,24.8726917553468,25.3016546141202,25.1358008077246,25.4291068666235,25.0722551310239,25.356114030579,25.1890216566135,24.743865863417,237926.742540856,2.25902887475145,237929.001569731,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
 07/01  02:00:00,22.7,19.1221644098382,72.,4.1,290.,11501.706246505,8174.33929424832,8174.33929424832,8174.33929424832,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1011.7187554464,651.97578206952,1011.6966326712,651.97578206952,1.,7.,2.,0.0,24.8726500537603,25.8637258962703,25.9511062732885,26.0729055997211,25.3204108387,25.2938846634203,25.4004808907832,25.1026898676685,25.3135845649614,25.2988043915858,25.3561982007789,24.8881341317795,25.3066053928172,25.1510309708484,25.4329683348978,25.0840933965666,25.3592670102717,25.2023137235479,24.7390575915894,237926.742540856,2.26083628364268,237929.00337714,15.6,82.2,6.7,27.,5.000000000000000E-002,9.16674944124034,9.16674944124034,76.6966489883692 
